Location,Tags,Wikipedia,City,Comment,Rating,Latitude,Longitude,Category
Horniman Circle Garden,Gardens,"The Horniman Circle Gardens is a large park in South Mumbai, India, which encompasses an area of 2½ acres (10,100 m²). It is situated in the Fort district of Mumbai, and is surrounded by office complexes housing the country's premier banks. Designed to be a large open space with grand buildings in the middle of the walled city, the area had been known as Bombay Green in the 18th century, while the Elphinstone. Following India's independence in 1947, the area was renamed in honour of Benjamin Horniman, editor of The Bombay Chronicle newspaper, who supported Indian independence.",Mumbai,"The coast is dirty, the fish smell may be due to the fishing port, the sea view is good and not too crowded. Local residents clean up on a large scale every weekend and clean up the beach with the help of the local government. There are many slums near the beach. Don't come here too late.",3.5,18.932000000000002,72.83502373433627,Nature
Diamond Water Parks,Water Parks,Diamond Water Park is one of the best water parks in Pune where one can soak themselves to the bone and have a lot of fun.,Pune,"The store here is hospitable, affordable, worth a visit",3.0,18.60614115,73.95829590543056,Entertainment
Fun N Food Village,Water Parks,The Fun N Food Village offers India's largest collection of Water slides and attractions for the toddler learning how to swim to the Water sports enthusiast seeking a thrill. Thrills' chills and spills don't miss them at the Fun n Food Village offers its patrons a new twisting turning and sliding experience with the longest Water slide in the Country.,Nagpur,"The entrance to the monastery was a bit crowded and walked there for more than an hour. The altars on both sides of the river provide good views. 30 km from Pune, on the banks of the St. Denisiva. The temple complex contains many Hindu gods and is said to have been around for thousands of years.",3.5,16.4894502,121.1597121,Entertainment
Koradi Temple,Temples,"hree Mahalaxmi Jagdamba Mata Mandir (Koradi Temple, located on the banks of Koradi Lake, about 15kms north of Nagpur, Maharashtra is an old historical temple dedicated to Goddess Mahalaxmi. There are around 51 Shakti-peeths of Devi Jagadamba. The Temple of Devi of Koradi Shri Mahalaxmi Jagadamba is considered as one of the Shakti-peeths. The temple complex is crowded by huge mass during nine days long Navratri festival. On these festive days, at night more than 50,000 lamps were lighted at the temple premises.",Nagpur,"Rock gardens are situated in Navi, Mumbai, where many good swings are, suitable for short walks, toy trains are the main attraction here. Composed of small ponds, beautiful flowers, statues of children, etc., there is also a suspension bridge. The park is open at night, and many local children play in the playground.",3.8,21.2536535,79.09853099879261,Religious
Shooting Point,Other Places of Worship,"From ""Bhushi Dam"" it was a long treacherous 7 kms uphill drive past the iconic ""I.N.S Shivaji"" and a few pothole roads to ""SHOOTING POINT"".Encountered thick fog which made driving conditions next to impossible for a two-wheeler.Visibility was reduced to barely 25 meters and adding to the visibility danger was a few potholes on the narrow mountain highway. Finally at 1100 hrs in dense fog was at ""SHOOTING POINT"" in Khandala . The intensity of the fog can be imagined through this photograph reminding me of the ""Hound of the Baskerviles"" setting although this was not Dartmoor in England but ""Monsoon Lonavala"" barely 90 kms from concrete jungle Mumbai.On a bright day this locale offers a view of the Rajmachi fort and the flowering valley below.Numerous films have been shot in this locale and hence its name ""SHOOTING POINT"". But today i could barely see 100 meters away and felt i was on a film shooting set of my favorite detective novel , ""Hound of the Baskervilles"" !",Pune,"The place is full of busy locals and tourists, especially at night. Although it is crowded the place is well maintained. You will see couples sitting around the border wall, walkers and parents enjoy boat tours with their children. There are several restaurants and street vendors around to serve you.",3.7,37.4671605,-75.9609747,Religious
Talao Pali Lake,Lakes,"The lake has an island at the center, on which a Temple was built in ancient times. Today a beutiful temple stands in its place, illuminated with coloured lights. This lake is very old - might have been created by meterorite - as there are several lakes in Thane, which is the sign of it. Previously this lake was extending upto the Shiv Mandir on the East. In 1950s a new road was constructed by reducing the area of the lake to almost half its original size, to take care of traffic load. Several gardens, a vegetable market & a small ground - Shivaji Maidan were created in between the Temple & Lake. Also known as the Masunda Lake this is one of the most famous landmark in Thane. Famous for boat rides and food stalls..this is a great place for hangout!!!",Thane,"Beautiful forest on the outskirts of Mumbai, stretching from the central suburbs (Powai) all the way to the western suburbs (Goregaon). A great place for a natural trail, morning run, cool drive or walk. Aarey has a variety of birds, mammals, reptiles including leopards as well as flora and fauna that never fascinate anyone passing by it. Worth a look. You will love this place.",3.5,19.19305005,72.97516542267704,Lakes
Nageshwar Mahadev Temple,Temples,"Aundha Nagnath, one of the 12 Jyotirlingas, is a sacred pilgrimage site in Hingoli district. temples mentioned in the Shiva Purana and is one of the twelve Jyotirlingas. It is located in Hingoli Maharashtra, India.",Saputara,"Lal Baug cha Raja ganpati is one of the famous ganpati in India. The decoration is carefully planned and the theme is different every year. ganpati is very powerful, and during the 11 days of this function, 15 to 200,000 devotees a year take away their beloved ganpati darshan. If you are in Bombay during the Ganpati season, you will not miss this place. You will need 2-4 hours to complete the darshan process.",3.5,26.30857355,85.66757450089122,Religious
Lake Garden,Gardens,"Saputara Lake is a man made lake situated in the Dang District, Gujarat, India. The Saputara Lake is located at a mere distance of 1 kilometer from the main city hill station. Saputara town is part of Dang district in Gujarat. It is a tourist destination. Saputara Lake is encompassed by undulating hills and lush greenery, which make it a picturesque place to relax and rejoice. It also offers a distant panorama of the majestic Sahyadri Hills. The sunrise and sunset points of this lake provide stunning vistas during dawn and dusk. For the locals and tourists of Saputara, this spot is considered to be a popular picnic get away. This water body in Saputara is surrounded with lush green environs and beauty. The time after a monsoon is the best to visit.",Saputara,Located in Kalyan City of Maharashtra. Its old ancient fort since the great Chatrapati Shivaji Maharaj. It has hindu temple too.,4.5,3.11177915,101.66663644304663,Nature
Five Gardens,Gardens,"Dadar Parsi Colony (officially Mancherji Joshi Parsi Colony) is an upper class Parsi colony in midtown South Mumbai. It is situated in the locality of Dadar-Matunga. Unlike the other Parsi colonies (also known as 'baugs', literally gardens) it is not surrounded by a wall or fence and is not isolated from its surroundings. The colony houses the famous Five Gardens created by Mancherji Joshi, a renowned Parsi. It is the largest Zoroastrian enclave in the world and in 2009, out of the 45,000 Zoroastrians living in Mumbai, 10,000 lived in Dadar Parsi Colony.",Mumbai,"Located on the Pune Highway in Old Mumbai, there are basically no vendors. There is no shade in this place, so it is best to go in the morning or evening. The place also has a small garden and looks very clean, and there is a statue of Lord Gannissa in the temple.",3.5,18.5966309,73.78504462203068,Nature
Sagar Vihar,Lakes,This is a small public place. The view from the point is simply superb. Experience fresh air and Accessible easily. Parking on road is easily available and the approach road is beautiful.,Thane,"Located in the Mahim area, it is one of the oldest churches in Mumbai but not as aesthetically appealing as other churches in Mumbai. However, once you enter the church you can feel the sacred atmosphere. The church is full of calm and tranquility. Most importantly, it is one of the landmarks I travel long distances to Nariman Point each month.",4.3,17.71308605,83.31915280884832,Lakes
"Michael's Church, Mahim",Churches and Cathedrals,"St Michael's Church is one of the oldest Christian (Catholic) churches in the Mahim suburb of Mumbai (Bombay), situated at the junction of LJ Road and Mahim Causeway. Initially known as San Miguel in Portuguese, the original structure was built by Franciscan missionaries of the Indo-Portuguese era, some time around 1534 AD, in what was then Portuguese Bombay. It was rebuilt a number of times; the present structure dates to 1973. From 1739 to 1761, St Michael's also served as a refuge to the popular icon of the Virgin Mary; the icon is now placed at the present-day Basilica of Our Lady of the Mount of Bandra. The place is colloquially referred to as Mahim Church due to its location. St Michael's is also known for its novenas addressed to our Lady of Perpetual Succour on Wednesdays, which has been frequented by thousands of devotees seeking mannats (blessings).",Mumbai,"Someshwar Temple in Pashan, Pune is one of the top Temples in Pashan",4.0,19.0427721,72.840792548203,Religious
Harihar Fort,Hiking,"Harihar fort / Harshagad is a fort located 40 km from Nashik City, 48 km from Igatpuri, 40 km from Ghoti in Nashik district, of Maharashtra, India. It is an important fort in Nashik district, and was constructed to look upon the trade route through Gonda Ghat. It receives many visitors because of its peculiar rock-cut steps.",Take Harsha,The local environment is poor and stained to the beach.,3.0,19.906068,73.4721456,Fort
Bhawani Mata Temple,Temples,"Tulja Bhavani Temple is a Hindu temple dedicated to goddess Bhavani (goddess Parvati), also referred to as Durga and Sati. It is located in Tuljapur in Dharashiv district of Maharashtra, India, and is considered as one of the 51 Shakti Pithas. It is situated 45 km from Solapur. The temple was built in 12th century CE by Maratha Mahamandaleshwara Māradadeva of the Kadamb dynasty. The management and priestly rights of the temple are held by the Palikar Bhope clan, the descendants of Māradadeva. Goddess Tulja Bhavani is known by the names Tulaja, Turaja, Tvarita, Durga, Parvati, Tripura Sundari ,Bhagawati,Amba (Mother of the Vedas) and Jagadambaa (Mother of the Universe) in different regions.",Mumbai,a good place to visit,4.0,30.26861795,76.03852161529059,Religious
Kunkeshwar Beach,Beaches,"A stroll along the five Kms long Kunkeshwar beach located close to the magnificent Kunkeshwar temple. The beach is nestled by hills on one side and on the other by the famous Shiva temple, which has a calming effect on the minds of the travelers. You can freshen up your minds by enjoying a swim in the clear blue water mind. If you are your lucky day, you can get a rare sight of dolphins. The beach is surrounded by thick green coconut and mango trees, and offering a unique and memorable experience to the travelers.",Sindhudurg,Nice For the Cupels for A long walk,3.7,16.325648,73.3946480209161,Beaches
Blaise Church,Churches and Cathedrals,"The church consists of a single square nave with a ground plan in the form of an inscribed Greek cross, an apse flanked by two sacristies and an oblong cupola in the center. A flight of stairs leads to the portal, decorated with statues of angels. The facade is divided by four Corinthian columns. On top of the facade is a semicircular gable and a balustrade with three statues by Marino Gropelli: a free standing Saint Blaise (in the middle) and personifications of Faith and Hope. The Church of St. Blaise (Croatian: Crkva sv. Blaža) is a Baroque church in Dubrovnik and one of the city's major sights. Saint Blaise (St. Vlaho), identified by medieval Slavs with the pagan god Veles, is the patron saint of the city of Dubrovnik and formerly the protector of the independent Republic of Ragusa.",Mumbai,"The lake has become a very famous picnic spot, surrounded by fields and sparse woods, and there is a farm next to it, contiguously, which is not a picturesque place, development is eroding the coast, if the government does not stop developing, A quiet pastoral life a few years ago would have turned into a reservoir.",4.0,35.9234702,-80.5933949,Religious
Devgad Beach,Beaches,"This is very nice beach and calm water. Good for family and kids. There are boat rides available to nearby Tsunami island which hosts water sports including Parasailing, which was very good experience.",Sindhudurg,"[View] It feels great, it looks super good, it is really good, it looks very good, it looks very good, hehe",5.0,16.3745085,73.372434,Beaches
Tringalwadi Fort,Castles,Tringalwadi fort is located in the Igatpuri taluka of Nashik district. It is located on the ancient trade route passing through Thal ghat. The fort is located near village Tringalwadi. The Tringalwadi irrigation dam which is close to the village was built in 1978.,Nashik,"There are not many works on display, both classical and modern.",3.0,19.7360421,73.5365796,Fort
Xavier's College (Autonomous),Modern Architecture,"St. Xavier's College is a private, Catholic, autonomous higher education institution run by the Bombay Province of the Society of Jesus in Mumbai, Maharashtra, India. It was founded by the Jesuits on January 2, 1869. The college is affiliated with the University of Mumbai offering undergraduate and postgraduate courses in Arts, Science, Commerce and Management. Xavier's was the first college to be granted autonomy by the University of Mumbai in 2010. In 2006, St. Xavier's was awarded the 'A+' grade by National Assessment and Accreditation Council (NAAC).",Mumbai,"It was built by the Portuguese in the late 16th century and is particularly noteworthy of the main altar - an impressive statue, and the Mother of Pearl statue placed on one of the altars. This is a few times I experienced during my run in Bandra. This place is calm and peaceful, giving you a sense of peace.",4.0,-34.58249205,-58.441239277630174,Architecture
Rajodi Beach,Beaches,Rajodi Beach Situated at Satpala-Rajodi Road This is famous for couple point.,Tembhi,"No luggage is allowed in the temple, and nothing is allowed. There is a special storage place at the entrance of the temple. It is open from 6am to 11am and from 4pm to 8pm. It is a very old tradition, and it is said here it can help remove barriers in marriage.",4.0,19.4380732,72.7654416,Beaches
Karhateshwar Temple,Other Places of Worship,"Kirateshwar Mahadev Temple (Nepali: किराँतेश्वर महादेव मन्दिर) is a Hindu temple, identified to be a Hindu pilgrimage site which is located at Legship, West Sikkim, India along the banks of River Rangeet,[1] which has many episodes of the Mahabharata attached to it. The temple is also known as Kirateshwar Mahadev Thaan by the Kirati people or simply known as Shiv Mandir.",Ratnagiri,"The temple itself is being renovated and people are frolicking in the pool. However, the water is not clean, surrounded by many temples, basically dedicated to Shiva, the temple is not very big, walk to this place, you can see different parts of Mumbai, narrow cobblestone roads and local residents.",3.5,17.3045841,73.194006,Religious
Ambarnath Shiv Mandir,Other Places of Worship,"The Shiv Mandir of Ambarnath is a historic 11th-century Hindu temple, still in use, at Ambarnath near Mumbai, in Maharashtra, India. It is also known as the Ambreshwar Shiva Temple, and known locally as Puratana Shivalaya. It is situated on the bank of Vadavan (Waldhuni) river, 2 km away from Ambarnath railway station (East). The temple was built in 1060 AD beautifully carved in stone. It was probably built by Shilahara king Chhittaraja, it may also have been rebuilt by his son Mummuni.",Ulhasnagar,very nice n ancient shiva temple located in Amberjath in Thane dist. Maharashtra state,5.0,19.1985533,73.17666405,Religious
Dhobi Waterfall,Waterfalls,"N/A
",Mahabaleshwar,"Ancient fortress of war, very historical and old.",4.0,17.93655,73.6454799,Nature
Hanuman Point,Other Places of Worship,"N/A
",Jawhar,"The early Rey Industrial Museum, a rich collection of objects such as bronze, lacquer, wood, biopics, etc., is visible from animal specimens, most notably African lions, leopards and crocodile skins. There are also models of various industrial plants and crafts, as well as things common in museums such as old weapons, paintings and more.",3.5,27.3453153,88.6345069,Religious
Jio Garden,Botanical Gardens,"Jio Garden is a state-of-the-art open-air entertainment venue located in the Bandra Kurla Complex in Mumbai, India. The venue is spread over a sprawling area of 30 acres and has a capacity to accommodate around 3,500 people. Jio Garden hosts a variety of events throughout the year, including music concerts, film screenings, cultural events, fashion shows, and corporate events.

The venue is equipped with world-class facilities such as a stage with state-of-the-art lighting and sound systems, a VIP lounge, and a food court. The amphitheater-style seating arrangement provides unobstructed views of the stage from every seat, ensuring a great viewing experience for the audience.

Jio Garden has become a popular destination for both national and international events. It has hosted many renowned musicians and performers, such as Coldplay, Ed Sheeran, Justin Bieber, and Beyoncé, making it a go-to destination for music lovers in Mumbai. The venue is managed by Reliance Industries and is a testament to the company's commitment to providing world-class entertainment experiences to people in India.
",Mumbai,"The church is small, and the exterior and interior are not much to see.",3.0,19.06240125,72.86257506049617,Nature
Shikhar Shingnapur,Historical Sites,"Shikhar Shingnapur is a small village located in the Satara district of Maharashtra, India. It is known for the Shikhar Shinganapur Temple, which is dedicated to Lord Shiva. The temple is believed to be more than 350 years old and is considered as one of the most important pilgrimage sites in the region. The main attraction of the temple is the huge shivalinga, which is believed to be self-manifested. The village is also known for its unique tradition of not having any doors or locks in the houses, as the villagers believe that Lord Shani, the Hindu god of the planet Saturn, protects their village.
",Satara,"Ancient fortress of war, now slums.",3.0,17.8513524,74.6604459,History
Katraj Lake,Lakes,"Katraj Lake is a popular tourist destination located in the southern part of Pune city in the state of Maharashtra, India. The lake is situated in the scenic backdrop of the Western Ghats and is surrounded by lush greenery, making it a perfect spot for picnics and weekend getaways.

The lake is spread over an area of 20 acres and is surrounded by a well-maintained walking track, which is used by joggers and walkers. There are also several small parks and gardens around the lake, making it an ideal spot for families to spend some quality time.

Katraj Lake is home to a wide variety of flora and fauna, including several species of migratory birds, making it a popular spot for birdwatchers. The lake also offers several recreational activities, including boating, fishing, and water sports.

The lake is easily accessible by road and is located just 10 kilometers from Pune city center. There are several restaurants and food stalls around the lake, serving a wide variety of local and international cuisine.

Overall, Katraj Lake is a must-visit destination for those seeking a tranquil and peaceful retreat away from the hustle and bustle of the city. The lake's serene atmosphere, beautiful surroundings, and a range of recreational activities make it a perfect spot for families, couples, and nature lovers.
",Pune,The number of English churches in India is quite large.,3.0,18.4536016,73.86142620167874,Lakes
Sambhaji Park,Botanical Gardens,"Sambhaji Park is a popular urban park located in the heart of Pune city in the Indian state of Maharashtra. The park was established in the memory of Sambhaji, the son of the famous Maratha ruler, Chhatrapati Shivaji Maharaj. It covers an area of about 7.5 acres and is a popular destination for locals and tourists alike.

The park features a wide range of facilities including walking and jogging tracks, a children's play area, a skating rink, a mini train ride, and a musical fountain. There are also several statues and monuments located within the park, including a statue of Sambhaji himself. The park is a popular spot for picnics and outdoor activities and is visited by people of all ages throughout the year.
",Pune,"The lake with very beautiful scenery, the trees nearby are shaded and the greening is very good. Many people choose to camp here.",4.0,18.5206664,73.8472146,Nature
Chiesa di Sant'Antonio da Padova,Churches and Cathedrals,"N/A
",Italy Â· Metropolitan City of Naples,"The scenery is good, the key is no city depression.",3.0,39.22425215,9.112232139864052,Religious
Kinjale Dam,Water Conservancy Projects,"The Kinjale Dam is a popular tourist spot located in Ratnagiri district of Maharashtra, India. The dam is built across the Kal River, and it is a major source of water for the surrounding areas.

The Kinjale Dam is surrounded by scenic hills and offers breathtaking views of the surrounding landscape. The dam is a popular picnic spot, and visitors can enjoy activities like boating, fishing, and swimming in the calm waters of the reservoir.

The area around the dam is also home to a variety of flora and fauna, making it a great destination for nature lovers. Visitors can also go on hikes or treks in the surrounding hills and enjoy the beautiful views of the valley.

Overall, the Kinjale Dam is a great place to spend a relaxing day with family and friends and enjoy the beauty of nature.
",Ratnagiri,"The white church is very holy and very foreign, and the European wind is strong.",4.0,17.172431449999998,73.65453131876092,Nature
Datta Mandir,Other Places of Worship,"Audumbar is known for the shrine of Dattatraya held in high reverence. It is said to have been built in honour of Nar-sirhha Sarasvati who was a great saint and who is supposed to be the incarnation of Dattatraya. His greatness has been extolled in Guru Charitra written by Sarasvati Gangadhar. Narsimha was born of a poor Brahman couple, Madhava and Amba, in about 1304.

After his thread ceremony he left on a holy pilgrimage and on its completion came to Audumbar on the banks of the Krushna to engross himself secretly in religious mortification during the Caturmasa. At this time it so happened that a Brahman’s son who was dull−witted, overcome with shame at the remarks passed by the people in this regard, went to Bhuvanesvari temple on the opposite bank of the Krushna and prayed for three days and nights without taking any food. But the goddess remained unmoved by his severe penance upon which he cut off his tongue and laid it at Her feet. Taking pity the goddess advised him to go to Audumbar and pray Narsirhha. The boy taking the command went to Narsirhha and falling at his feet received the blessings of the sage. The identity of the saint having been known, thousands of people began to flock to the place for darshan.

At the end of Chaturmasa, when the sage prepared to leave, the people requested him to stay. He only left his padukas under audumbar tree over which a small shrine was erected by a devotee from Poona who also built a dharmashala.

The outer mandap is of very recent construction. The shrine is situated at a lovely spot on the banks of the Krushna and in turn commands a splendid view of the river. There is some striking scenery around. It is associated with the visits of Eknath Maharaj and Janardan Swami, the noted saints of Maharastra and that of Brahmanand Svami who came from the Girnar Mountain, built a math in 1826 and finally took his samadhi.

A splendid ghat has. Been constructed on the river by the temple−side. It was built by the disciples of Sahajanand Maharaj, a follower of Brahmanand Swami at the orders of their guru. So potent are supposed to be the divine powers of the deity that if persons possessed by spirits are kept in the premises for a few days they are completely cured. On the opposite bank is the shrine of Bhuvanesvari. The idol is of black flint-stone and is exquisitely sculptured. This place is overgrown with audumbar trees and hence the name.",Murud,"British missionaries brought, all European style.",3.0,19.9329995,75.9136122,Religious
Little Monkeys,Entertainment Centers,"N/A
",Kolhapur,The restaurant is overcrowded and relatively messy.,3.0,51.0643136,-0.3281028,Entertainment
Sunset point,Observation Decks,"Sunset Point in Additional Ambernath, Thane, Mumbai is a top player in the category Picnic Spots in the Thane, Mumbai. This well-known establishment acts as a one-stop destination servicing customers both local and from other parts of Thane, Mumbai. Over the course of its journey, this business has established a firm foothold in it’s industry. The belief that customer satisfaction is as important as their products and services, have helped this establishment garner a vast base of customers, which continues to grow by the day. This business employs individuals that are dedicated towards their respective roles and put in a lot of effort to achieve the common vision and larger goals of the company. In the near future, this business aims to expand its line of products and services and cater to a larger client base. In Thane, Mumbai, this establishment occupies a prominent location in Additional Ambernath. It is an effortless task in commuting to this establishment as there are various modes of transport readily available. It is known to provide top service in the following categories: Picnic Spots. ",India Â· Dang,Maheshwar is a great attraction for pilgrims and tourists alike. The city has many beautiful temples that calm the soul and some man-made and pleasing buildings.,4.0,36.2752239,-82.3512304,Landmarks
Nariman Point,Museums,"Nariman Point is a prominent downtown area of Mumbai in Maharashtra, India. Located on the southern tip of the Mumbai peninsula, at the end of the Mumbai's Marine Drive, Nariman Point houses some of India's prestigious business headquarters. 
It is boarded by Churchgate in North, Arabian Sea on West and South, by Colaba on East side. It is one of the tourist attractions of Mumbai due to its skyline, Arabian sea view, Marine drive and lots of luxury 5 star hotels, restaurants.
Prior to 1940, the area was part of the Arabian sea. A popular leader of the Congress, Khurshed Nariman (affectionately called Veer Nariman), a Bombay Municipal Corporation corporator, proposed the land reclamation of the area of sea near Churchgate. To accomplish this task, the shallow seafront was filled with debris from various parts of the city. Reinforced concrete cement was also used, the steel for which had to be purchased on the black market at higher prices due to World War II.The entire cost was estimated to be  â‚¹300,000 (equivalent to about 
â‚¹140Â million in 2023). Additional reclamations were carried out in the 1970s. A construction boom in that decade also led to the development of commercial high-rises in the area.[citation needed]",Mumbai,"I quickly visited the main business district of Nariman. Mumbai is reclamating land to meet growing space needs. It has a long culture/history and is a great place to enjoy the Indian atmosphere. This is a great place to be alone, or spend a few hours with friends, family, lovers, pets or anyone. The scenery is beautiful. Sunset time in the afternoon is the best time to visit here. The views of Mumbai along the Binhai Avenue are fascinating and spectacular, and you can easily mistake it for places like Singapore or Hong Kong.",4.1,18.9259514,72.8232083,Museums
Panorama Point,Observation Decks,"Panorama Point is the highest natural point in Nebraska, at an elevation of 5,429 feet (1,655Â m) above sea level.
It is located in southwestern Kimball County, near the point where Nebraska and Wyoming meet on Colorado's northern boundary.  Despite its name and elevation, Panorama Point is not a mountain or a hill; it is merely a low rise on the High Plains. A stone marker, giving the elevation at 5,424 feet (1,653Â m),[3] and a guest register are located at the summit of the drive.  From the point one can see the nearby state corner marker, and a vast plains landscape with the Rocky Mountains in the western distance.  Panorama Point is located on the High Point Bison Ranch, which permits visitors to drive to the site as long as they take care to avoid the ranging bison and pay an entrance fee.[4]


This Kimball County, Nebraska state location article is a stub. You can help Wikipedia by expanding it.",Matheran,It's a wonder to be explored within one of the busiest city. Exotic species of trees can be found here and very well made new enclosures of Penguins the main attraction and all other Animals,4.5,46.803562,-121.7297107,Landmarks
Panshet Dam,Water Conservancy Projects,"Panshet Dam, also called Tanajisagar Dam, is a dam on the Ambi river, a tributary of the Mutha River, about 50Â km (31Â mi) southwest of the city of Pune in western India.The dam was constructed in late 1950s for irrigation and, along with three other dams nearby, Varasgaon, Temghar and Khadakwasla, it supplies drinking water to Pune.
Panshet Dam burst in its first year of storing water on 12 July 1961, when the dam wall burst, because of the total absence of reinforced cement concrete (RCC) strengthening in the conduit through the earthen dam. Plain unreinforced concrete blocks were used instead due to a shortage of steel.[1] causing massive flooding in Pune. An estimated 1,000 people died from the resulting flood.[2][3]
It is about 50Â km (31Â mi) from Pune and about 180Â km (110Â mi) from Mumbai.",Pune,"The park is located in Torado in Nagpur, named after India's first prime minister. There is a good jungle safari that can be booked in advance with forest accommodation, but in the summer, there will be a lot of mosquitoes here, and the bath is all cold water.",3.0,18.3723482,73.6205078,Nature
Pashan Lake,Beaches,"Pashan Lake  is an artificial lake near the suburb of Pashan, about 12Â km from the city center of Pune, India. The lake was built in the British era to accommodate the water requirement of the neighbourhood. The main inlet of the lake is a small river (Ramnadi), which is even controlled by the barrage located to the north of the lake. The river originates from Bavdhan and flows via Pashan, Sutarwadi, Baner to Someshwarwadi before flowing into the main Mula river.[1] Pashan lake has a total catchment area of 40 square kilometres (15Â sqÂ mi), and serves as a source of water to the old Pashan village, and the Governor's residence, as well. Recent urbanisation around the lake has led to the fall in the quality of the water.
Pashan lake is a man-made lake, built to accommodate the water requirements of the Pashan and Sutarwadi suburbs. The lake was once a source of drinking water, but the recent boom in urbanisation and silting of the lake has degraded the water and made it unfit for drinking. The lake served as a source of water to old Pashan village, for growing crops and to the nearby Governor's house.[2] The lake and its surrounding area attracts migratory birds and so is popular spot for bird watchers. Pune Municipal Corporation (PMC) has constructed a 300-metre footpath called the Nature Trail alongside the lake. It is constructed along the western shore of Pashan lake. Also, PMC has built a bamboo plantation and a wall alongside the lake to protect it and attract birds.[3]
Recently, deforestation on nearby hills has caused heavy silt formation resulting in decrease in the depth of the lake.[4] Ipomea weed is also cited as a major cause of lake's deterioration as it prohibits the growth of other plants. Also washing of trucks in the area contributes to the pollution by adding oil and petrol to the sewage. PMC estimates that 40,000 people could be provided with drinking water at per capita cost of â‚¹250 (US$3.10) as compared with the existing per capita cost of â‚¹1,500 (US$19).[5]",Pune,"I am in whatsup instagram instagram and more social affairs, if you want to feel some real peace and happiness, you have to go to this place. This is one of the best temples I have ever been to. I recently visited the temple again before the blockade, and whenever I went to their monastery I felt a sense of wonder and I felt my life was filled with goodness, peace and joy.",3.5,18.53210885,73.7826544930802,Beaches
Powai Lake,Historical Sites,"Powai Lake (Pronunciation: [pÉ™Ê‹É™iË]) is an artificial lake, situated in Mumbai, in the Powai valley, where a Powai village with a cluster of huts existed. The city suburb called Powai shares its name with the lake.
Indian Institute of Technology Bombay, one of the premier institutions of science and technology in India, is located to the east of the lake.[1] Another famous institution, the National Institute of Industrial Engineering (NITIE), is also located close to the lake. Housing complexes and plush hotels are developed all around the lake periphery. Population around the lake has thus substantially increased over the years.
When it was built, the lake had an area of about 2.1 square kilometres (520 acres) and the depth varied from about 3 metres (9.8Â ft) (at the periphery) to 12 metres (39Â ft) at its deepest.[2]
The Powai Lake has gone through many stages of water quality degradation. The lake water which used to supply drinking water for Mumbai has been declared unfit to drink. The lake remains a tourist attraction.[3]",Mumbai,"The food price is quite high, the environment is good, and the taste is average.",4.5,19.1277203,72.90621423919501,History
Pu La Deshpande Garden,Gardens,"Pune-Okayama Friendship Garden or Pu La Deshpande Udyan is one of the largest gardens in Pune located on Tanaji Malusare road (Sinhgad road) in Pune, Maharashtra, India.
The garden was inspired by the 300-year-old KÅraku-en Garden in Okayama, so it is also called the Pune-Okayama Friendship Garden. The garden has naturally flowing water from a canal, and this flow has been spread across the garden. The garden is well maintained, and walking on the lawn is not allowed.  The garden is built on 10 acres. The style is devised in such a way that people can take a walk through a garden enjoying the landscape, which changes along the garden paths. Visitors can see colourful fish from on top of a small bridge in the center of garden. This Japanese garden has been named after Pu La Deshpande, a well known Marathi writer from Maharashtra, India.
The phase 2 of this garden is known as Mughal Garden and is a replica of the Mughal garden in Rashtrapati Bhavan, New Delhi. BJP corporator took up project to install Surya Namaskar statues and those have been opened to public on 19 June 2017 by Mukta Tilak.[1][2][3]",Pune,its a great place to have fun for all ages. not only children but for every age group this place a lot of activities to do.,4.3,18.492689499999997,73.83691213618962,Nature
Sajjangad,Geological Sites,"Sajjangad (Marathi: à¤¸à¤œà¥à¤œà¤¨à¤—à¤¡), meaning ""Fort of Good People"", is located near the city of Satara, India. It is the final resting place of Sant Ramdas  in 18th century India (born 1608). His teachings and works written in books such as Dasbodh[1] are read and followed by many people even today in the state of Maharashtra and Sajjangad is a popular place of pilgrimage.
The fort was built by Bahamani rulers in between (1347-1527). Later (1527-1686) it came in possession of the Adilshahi dynasty. This fort was captured by Chhatrapati Shivaji Maharaj  on 2 April 1673 from Adilshah. Previously known as Parali, it was renamed Sajjangad. it came into possession of the Mughals in 1700, and was renamed . as Navrous tara.The fort was recaptured within years by the Marathas. It remained in Maratha hands until the demise of the Maratha empire by the British in 1818.
The maintenance of the fort and the Samadhi (final resting place) of Sadguru Shri Samarth Ramdas Swami is taken care by 'Shri Ramdas Swami Sansthan'. Trust als
which has existed since the time of 400 years  and also ""shri samarth seva mandal sajjangad"". The daily routine of the trustees on the fort includes morning prayers, Abhishek and Puja, Maha Naivedya, Bhajans and reading of the Shrimat Dasbodh written by Sant Ramdas. The fort is open for devotees from 5.00am to 9.00pm.(all days). Entry and exit beyond these hours is restricted. In the afternoon and at night, devotees are served free of cost food (Prasad) by shri samarth seva mandal sajjangad and sansthan.",Gajawadi,"Love the beautiful colorful dome building at the gate of the park, like the famous church in Red Square in Moscow. The admission fee is symbolic. I saw miniature paintings of the seven wonders of the world inside, there is a children's play area, and a small lake where people can row.",4.3,17.649647950000002,73.91179521321612,Nature
